Comment,Vote_useful,Date,Rating
"A very perfect RPG Game, in start you might feel a little bored but when you reach AR 16 the game begins intresting only thing that annoyed me was unskipable conversation which are very long and make to wait for too long. But still the game is just awesome😁😁",0,"July 22, 2022",5
"Ok, I know your wondering why I'm putting 3 stars but I'll tell you why. So overall the game is great but sometimes it's very annoying like glitches. But the thing that annoys me the most is when I only haven't played for ONE day and suddenly ""Oh! YOu NeED TO DowNLOaD 33.47 Mb."" NO! I HAVE ONLY BEEN OFF THE GAME FOR ONE DAY AND YOU WANT ME TO DOWNLOAD IT WHEN I ALREADY DID!?! YE SO THATS THE REASON WHY I GIVE IT 3 STAR! Oh and well you look at that, ITS STUCK ON 9.04%!!!!",0,"September 1, 2022",3
"overall this game is so addictive and fun 2 play but i hope in the future update developer will put some emotion for the characters or little movement while they are having dialogue in story quest,so the player will not often skip the dialogue because of the boring,static and emotionless conversation.",0,"July 29, 2022",5
"There's no damage text and i can't see any grass at all. I have Samsung A12 and it's not lagging since I customized the settings, but even with the lowest settings, I see no damage text and grass.",1,"July 13, 2022",3
"Good gameplay and story, but greedy company. Making anniversary rewards a marketing scheme that is still gacha even if you submit a piece. Absolutely abhorrent and the company just seems so out of touch with their fanbase recently. I been playing for a year, so I've noticed the gradual descent to greed. Will give a better review once problems are rectified.",2,"July 12, 2022",4
"Great game (takes up 17GB). Samsung Galaxy S22 Ultra can run it well at maximum graphics settings. However, the game is huge and so much happens on screen, so I highly recommend playing this on PlayStation 5 instead.",1,"September 3, 2022",5
"Keep getting insufficient storage error code. I tried clearing cache and data, un and re installing, and moving to SD card and nothing worked. I'm uninstalling the game. If the devs can answer with a fix I will try again.",0,"August 6, 2022",1
"Easily hacked game, no email sent to email address as confirmation when unliking accounts. Hackers can easily change the info. No second authentication system when log in to other decices as confirmation if the player really did log in on the device.",30,"August 16, 2022",3
"The experience is that it is an open world game and also free. I've been playing it for a while and I'm already addicted.1 of the best things that there is a trial stage and exchange shop. I wish to get yae miko so badly, But i failed. I'm only adventure rank -8 Please WISH Me some luck in her rerun.Other than that the game is good😆",0,"July 14, 2022",5
"The graphic,design and stories are perfect. There are even a lot of events so that we dot get bored of it. It's also quite addicting. I've been playing for almost a year now and I never get bored of it.",0,"August 24, 2022",5
"I really enjoy this game. I love the cutscenes, character designs, the story, and fighting. But recently the updates have been taking more and more space which gets me worried about my storage....",2,"July 12, 2022",4
"You've gotta be joking, right?? By all means, please tell me who in the entire Lost Galaxy would want to have to dedicate an unholy 15 GB or more of their device's internal memory JUST FOR THIS GAME!? This has gotta be the worst case of an app or game being a massive space hog, and it's inexcusable. I bet this is why the Nintendo Switch version of the game never happened...they can't figure out how to make it work with such limited space (you can't).",1,"July 25, 2022",1
"Hello Hoyoverse, I don't know but my phone has restarted itself two times. Please if you can fix it. I love this game very much and it'll will he very hard for me to stop playing it since I'm ar 50. Please I beg you, fix this issue if you can.",0,"August 3, 2022",4
"Great game. A bit too grindy, and I can't connect my Xbox controller, but other than that, it's a fun game. The graphics are nice, and it runs really well on highest settings on my S20.",0,"August 14, 2022",5
"I'm playing this game sinds 2.0, and I have ar 50. I wanna say, that on ar (adventure rank ) 45-60 you have nothing to do. Only events and daily comissions. But that's okay. The only thing is- this game is only for phones and tablets, that have more than 30 GB of free space. I have Xiaomi 11 5g and the game is lagging probably 1 time in week. But if you have stronger phone, you can play game without any lags. So... Hoyoverse, thanks for Genshin impact. It's really a good game❤️",0,"August 23, 2022",5
"If this is the first time you've played this kind of game be prepared to die while climbing, swimming, flying, and my latest discovery dying while in the top of a freezing mountain hahaha there are so many ways to die in this game without fighting monsters. And by the way the account in honkai is connected to genshin and when i reset my honkai it reset my genshin account can you pls put a warning before the deletion that it will not just reset honkai it will also reset genshin......",0,"August 27, 2022",5
"This is a HUGE app, storage wise, takes forever to load, just to load something else next. As soon as it was done, it asked to log in again to update the app? I had just done that! All this while not even know what this game was. The ad didn't show the game play or goal or whatever.",1,"July 21, 2022",1
Game is fun till you hit end game and have nothing to do because you've completed all quests. Spiral abyss is not enough for end game. The company is colorist. They took an black woman from history to make a character and whitewashed her. The company lacks communication with its player base regarding any upcoming characters and patches always waiting till last minute to even show anything off. Too much world and character lore is hidden in one time only events so new players never see it.,5,"August 23, 2022",2
"I must say if you have the good fortune to get a couple good characters, then the game feels better than some of the high end console games. Good music. Cool combat. Great characters, and a Sublime story.",2,"September 9, 2022",5
"Do not start playing this game! This is the worst bait and switch game ever. First, you start off in this brand new world full of possibilities. The main story is amazing and there is tons of exploration BUT for whatever reason the developers want to drag this game out for 5-10 years (literally! google it). So after you finish a small part of the main quest you will be stuck doing side quests and random chores. This game should be called Chore Impact bc it feels like a chore. Dont get sucked in",0,"July 24, 2022",1
"The developer has a very good response, and the game is not boring, there is always something new in this game. I gave 3 star because I lately I think it is harder for us to get primogems, the primogems thar we recieve is less than the last version, i hope there is more primogems that we can get.",2,"August 24, 2022",4
A great game but Being an endgame player is the worst in this game. Pretty boring in the end and rewards sometimes are not even generous. Also the artifact system and resin system needs some major and helpful changes because it's really off.,28,"July 24, 2022",1
"I mean... Words almost can't describe it, you gotta play it to understand what this game is all about. The adventure, the music, the graphics, the detail, EVERYTHING is Amazing. There's also a co-op mode where 3 of your friends or random people can help/ play together with you. It's just 10/10.",451,"April 18, 2022",5
"My network is good but the game always says ""connection timed out"", and sends me back to the starting screen. I restarted my modem and phone, cleared the cache, logged in and out of my account, but I still can't play. This is the first time it has happened to me, and I pretty much think it's because of the update.",4,"August 24, 2022",5
Totally exceptional. Literally one of the best game I've ever played. P.S - make sure to have a really desent processor and ram. Playing it in low is really degrading. Personally I play at high - medium settings. The devs are really nice with updates. Keep up guys. ( Yoimiya Main ),0,"August 17, 2022",5
"I'm a f2p player and I'm good with the anniversary rewards. At-least it's a free game, all in all this is good. The graphics and characters are awesome. I'm waiting for my PC so I can play again.",0,"August 24, 2022",5
"Excellent open world game. Many characters many powers, Different character different way of their power. Graphic is veey smooth and good , very detailed graphics.",0,"August 29, 2022",5
Pretty solid game all around except for some issues I can't get around. Apple has controller support. Why after all this time is there no Android controller support? Also why are my frames locked to 60 on every single perform? Once these features are added it will be a five star app for sure.,0,"August 10, 2022",3
"terrible character design, and refuses to listen to the community most of the time. voice acting, storyline, everything else is good. but the amount of disrespect on real life cultures is horrendous.",9,"August 20, 2022",1
Please do something about regional cross play i just selected American server and now i regret playing in 300+ ping .please is there anyway that i can change to asia that will be awesome its just not only my problem literally most of the players are talking about this in everywhere i look . besides This game is really fun i really enjoy playing it ✌️,0,"August 11, 2022",3
"I am a sports game guy, Football, basketball, racing, hunting, never in my life I play RPG or any open world game. This is my first & definitely a first love of RPG game. Version 3.0, please fix sudden quit on Black Shark 4. I mean SD870 still a very capable chip.",0,"August 28, 2022",5
Amazing art. Nice story so far. Fun game play. Beautiful world. BUT THE THING THAT RUINS THIS 5 STAR. The gacha system will eat your money. BEWARE WHALES. And it's very completion heavy to progress. Massive grind. Even in earlygame. But again I bow to the artists who design these characters.,0,"August 29, 2022",3
"Not gonna lie I play this game daily and its wonderful! I love all of the characters and such, but the problem is downloading the new Sumeru update is such a pain, I had to delete alot of apps because of it, its not my fault i have very little storage.",0,"August 24, 2022",3
"Hello, gameplay is good and not have problem but the problem is when you want to get artifact, i mean to get artifact with good stat .to get it it's kind of difficult and need so much effort to get good stat because that appear is totally luck and when we upgrade the good stat artifact its not sure to get a good stat be increase because it depend to luck too ,you know how frustrated when get bad stat.we have other thing to grind not only artifact so pls fix rate to get it. thank you.....",0,"August 13, 2022",3
"Actually the game is fun to play. For me the 1st anniversary rewards are fine, just that I don't see their efforts to celebrate the anniversary with players and there is nothing they give to commemorate the anniversary. Although there are many aspects to improve, I am willing to give them the time because the game updates frequently as the story has not finish. So, toxic actions like complain genshin under other games review need to be stop, as the official has give free primo for the incident.",4,"August 24, 2022",4
"The gameplay is amazing and the scenery in this game is breathtaking,open world exploration is also good ,but there are few think which can be improved.",1,"July 14, 2022",4
"The game has stunning visuals and graphics and even gameplay however its the reward system that's terrible, players wishing on the weapon banner to get the guaranteed weapon they want will have to spend over 200 wishes. And gaining a wish in general takes time for end game players I feel hoyoverse could be more generous like TOF",0,"August 12, 2022",3
It's a good game I really like it but I found the gliding lincese exam to be difficult since it was my first time playing this game so I would recommend other set of controls for the player while gliding to drag the controller up to make the player's character move up and down for the same way. And to let go of the controller as a way for the player to go down simply and land in the area.,72,"April 16, 2022",5
Genshin impact is a beautiful game. You can go adventuring with your friends! You can explore new areas and unlock new characters. But it's very time consuming is the only thing. That's the only reason I don't give this five stars.,0,"July 23, 2022",4
"The game is fun and I absolutely love it but I would love if they added more skin tones, cultures, and more content, after the main event of most updates the update gets boring and we have to wait so long for a good update and it's also really repetitive everyday so yea",1,"July 13, 2022",3
"Downloaded it, went to start the game so it checked for updates and started the download, it was downloading for over 24 hours, said download complete so I excitedly went to play after hearing great things about it from my friends, only to be told I had insufficient storage. 😔 very disappointed.",1,"July 21, 2022",1
its very good game but first child is too good of a fighter for a villian so that is bad and villains should always be not so good and that makes a player that ik likes child and not hate him as they should so i am going to change my 5 star to a 4 bc of that second i love this game but if u r playing a laptop or a pc or any device that has keybaord then it is soo confusing and complicated to memorise and change or make all the keys the things to open stuff but for phones and ipads or tablets u d,0,"July 14, 2022",4
"Please add controller support. It doesn't play well with touch controls, plus screen gets a little hot the controls get uncomfortable to touch.",0,"August 2, 2022",2
"I've been playing this game for almost 2 years but this is the first time that I've been disappointed , I wake up early because the shop is reset to exchange for master less glitter I exchange 5 intertwined and 5 Acquiant and of course it's 10 in total so I try to pull one at time and when it's my last pull I though I will get at least a four star but to my surprise there's no four star but a 3 star weapon.. Why is that happening I though you will get at least a four star during every 10th pull",1,"August 31, 2022",1
"This is an awesome game, not gonna lie, its super engaging and when it comes to the graphics of the game, they are literally beautiful but theirs only one things that concerns me and that is when a new update is provided, the game size increase by a great margin. I request hoyoverse to please work on patch update sizes for mobile players",0,"August 17, 2022",5
"Only played 30 mins so far but impressed with the quality and style of this game. Feels like a console game and one that should cost money! Very Breath of The Wild feeling, only a lot more anime. Also impressed this is cross play between mobile, consoles and PC! Update: I've become consumed by this game now, so much to do in it, gameplay is great and exploring is rewarding. Great game wether your logging in for few daily quests or story line. Wish there was more to do in co-op though.",16,"May 24, 2022",5
"omg this is so boring, played for like 4 hours waiting for the fun part but all I got was bland story and cringe voicelines with good voice acting. also where are the male characters this is like 98% anime girls. if you're a straight male mobile gamer who emphasizes good graphics over gameplay and have a fetish for anime girls this game is for you",1,"September 3, 2022",2
"In my opinion it's probably the best game ever. I usually have a hard time playing games and get bored easily, but with Genshin impact the story line, the side stories, the quests, the fighting and the animation is truly so amazing. Let's not even get started on how great the characters are and how beautifully the cut scenes are made.",77,"June 24, 2022",5
"The lack of diversity is honestly annoying. I adore the game , the quests, and the characters themselves! But the complete utter lack of darker characters in regions where dark skin is more prominent is real disheartening as a blk person",1,"August 24, 2022",1
"The game is amazing and I love it, but the download is way way too big, as I downloaded the 208MB game from the play store, and then I had to wait literally 3 days for the 1GB files download, and now the stupid update is 4 flipping gigabytes! It's a good game but honestly it is stupidly big download sizes. I'm disappointed 😞",0,"August 24, 2022",3
"Been playing for almost two years, definitely one of best I've ever played There's improvements to be made for sure with dialogue and listening to players, but world and music still incredible regardless",0,"August 12, 2022",4
"Definitely the best game for action and adventure lovers, however I suggest that you play this game on a PC or tablet because after I got the newer version of this game my phone couldn't take it so I had to delete the game, but this game works just fine on a tablet or PC.",1,"July 13, 2022",5
"Completely built around spending money to actually play the game and obtain anything. If you don't spend, you have to be a teenager with nothing to do for months to even be competitive enough to clear everything.",0,"September 1, 2022",2
"I absolutely love this game. I play genshin every day. Even if I dont have a lot to do at AR 59 I will definitely wait for new updates because they're worth it. I never thought I'd like the game so much. Everything is well made, designs, story, quests. Mihoyo added even the smallest details which made the game even better. Just be careful with the gacha it can become very addictive!",1,"August 24, 2022",5
"The game overall is good. It gives nice player experiences such as quests, battles, and probably events. The story of the game is amazing. It captures the attention of players, meaning that not only the players can visualize what is happening, but also feel what these characters are going through. Great Game, Great Story? With that you can learn much more about people just like in the real world. Great Game overall.",69,"July 13, 2022",4
"I get that ever game just wants you to spend money. And you don't have to spend money. Though i have but after spending $200 dollars and still not getting a character is rough. So yes, im being petty. Also the graphics are great and it can glitch at times.",5,"July 24, 2022",1
When I updated. I quickly noticed the game runs smoothly and heat up less. I still can't believe mihoyo listened. Please keep up the good job. Stability should be very important no matter the content brought into the game.,2,"August 4, 2022",5
"Well one of the best games ever in terms of how they handle the story. But seriously, do we really need to have great ping for every hit? EVERY SINGLE ACTION? IN A GODDAMN SOLO GAME? I mean I understand if we need that for online interactions, but while we're doing solo? Whyy?? I even got kicked out from the second abyss chamber and had to re-start from the beginning.",2,"July 31, 2022",1
"Little to no skin color uniqueness. Models are getting repetitive as there is only 5... and with 41+ characters, there's barely any difference between the people in the roster.",9,"August 22, 2022",1
"Yasssss~~~~ the characters are rlly good and the stories and quests are really fun!!~ one problem, sometimes it's really hard to log in to my Google account but after a few tries it's all good! But please fix this minor mistake hehe!",0,"August 4, 2022",5
The game is really fun and the graphics are great but every since the newest update my keeps taking me out of the game.I 100% recommend playing on a tablet or a computer so you can have less lagging and a better gaming experience.,0,"July 31, 2022",4
Its a really fun game and have beautiful characters but sometimes i always switching my character but its always stuck in the same character so i have to restart the game and open it again and i always lost my 50/50s like i cant win a single character and the rumors said there hackers in the game so pls banned those hackers but its a really good game and beautiful story's,0,"August 24, 2022",5
"I absolutely love this game. The graphics, the scenery, the characters everything. Thou it does take quite some space in phone.",0,"August 24, 2022",4
"I returned only because of Itto. Got QiQi. Classics. Goodbye. Otherwise, from graphics to gameplay this game is brilliant. Exploration and secrets are very captivating.",1,"August 14, 2022",1
BEST FRIGGEN ANIME GAME EVER OKAY listen this is AMAZING only if you have a device that can handle the game but I love everything about genshin impact I don't think there will be a single thing that makes me hate the game. I am also waiting for the game to be finneshed because I really wanna see when lumine and aether are reunited again. I still think paimon is evil and if she is that would be the best plot twist and I am waiting to see Alice.I also am probably gonna spend a million dollars:),0,"July 31, 2022",5
I absolutely love genshin impact its an amazing game and I would give it five starts but a while ago i went to play it and it logged me out and I tried to log back in but it wouldn't let me and the worst part was I was pretty far along and I payed alot of money on the game for wishes and got characters from that and I'm unsure why but I'm trying to log back in again and if I can ill give an update but I'm very upset that it happened if anyone knows how to fix it please let me know,0,"September 4, 2022",4
"It's the best open world game I've played in my life But we want to add new places such as the desert as a main place and new animals or extinct animals, and also I hope you will make the flying feature a main feature. Thank you",0,"August 7, 2022",5
"The game is fun, and the storyline is great. I've been playing for quite a long while now. There's a downside, however. The game is always so laggy for me, and my pings aren't even high, I really hope Mihoyo can fix this.",0,"September 7, 2022",3
"I downloaded the full 10gb update with the unrealistic hope that they might have added controller support to the Android app, only to be disappointed for the last time. I cannot fathom why controller support is not available for this platform only. How different can android be from iOS or windows, honestly?",1,"July 14, 2022",1
"I like the game but honestly, I feel like the female main character, lumine has no screen time. That made me doubt that she's the main protaganist in this game. So I kinda switch to playing Tower of Fantasy bcuz you can customize the main character. What's better people don't debate about which main character is the real one. What's more the pity system in Genshin is not likeable especially the weapon banner. And I think 160 resins are too little since there are many new bosses. So yea.",9,"August 24, 2022",1
"The lack of diversity, especially in the face of fans constantly TELLING Hoyoverse that's something they need to address, is concerning. I adore this game and the story, and I know how much hard work has to go into this game. The heads at Hoyoverse are doing everyone who make this game successful (devs, voice actors, translators, players) a huge disservice by blatantly ignoring the calls for more diverse representation in both playble characters and NPCs.",5,"August 24, 2022",1
"I love this game on the laptop but on my phone I've never quite gotten used to it. It is stunning and beautiful. Great puzzles and a massive world. Good if you've got spare time, just better on the PC as it can handle more",0,"August 9, 2022",4
"This seems like such a lively game but, there's been an error that doesn't allow me to make an account. I've seen so much about this so I really hope they can fix some error accounts soon :)",0,"August 19, 2022",5
"The exploration is so boring you can just teleport and sprint, i hope there are gadgets for exploration like grappling hook or a mount . Im already ar 58 and this game become repetetive give us something new to gameplay mechanics not just new maps and characters",4,"August 12, 2022",3
I can't buy anythin ._. It keeps tellin me to request customer service and all that... Why won't the game take my monie ._. Overall I enjoy the gameplay... Really puts you on edge and all that. Good game to gain the thrill and sense of adventure plus the plot twists.,0,"August 10, 2022",3
"Your game was pretty awesome. Graphic wise, action wise, role playing, emotional love drama, that everything this game have. I am 32yrs old and in my entire life i have never played such a this kind of game which one is just seems like pc game or console games. Great work game developer. Heads of to you. I just have only one suggestion that is if u put voice chat in the game like if other players join in your world so they can talk to each other with voice. That is pretty cool for us.",0,"July 25, 2022",5
"Almost 2 years of playing this game and the Genshin experience is still here. The quality of the world is very detailed and it shows as you explore the open-world. The characters are still the main selling point, with their top notch (JP) voice acting. BUT the developers are still out of touch with their playerbase. Top-up options are very limited without regular discounts and packages. The layers upon layers of randomness in the artifact farming system is still unnecessary.",152,"April 10, 2022",4
"This game is one of the best open world game . The grafix is really good. The story is also very interesting and who can forget the amazing sound tracks . But be careful, this game isn't meant to be played all time . It's more towards casual type game . But it's a very nice game and I think you should try it.",1,"July 13, 2022",5
"I don't get it, how much storage does this game need 2 download the damn loading screen, like I have 7.85 GB which should be enough 2 get me in the game, like I can't even get into it cuz it keeps saying something about not enough storage, I can't even get into the game without it saying that, tbh I would not wanna play this if it's gonna take up ALL the storage, and no I ain't contacting y'all cuz of this problem.",1,"August 6, 2022",1
"Really Great game. I Have a blast with my friends. You get to do quests and the Main story. I really love games like this. You can Roleplay, Fight, and Do other cool stuff to!",1,"August 24, 2022",5
Ive had a few glitches but they are barely noticeable. This game is incredible with load times. It doesn't take forever to start the fun at all!,0,"August 15, 2022",5
"this game really great, the map is beautiful. . wish the developer can add gesture, like more animation to interact with other player, maybe dancing, hi five, that would be great",0,"September 2, 2022",4
"Used to think that this is a better and is starting to regret investing. This game hss onenof the worst pity and rolls because in every rolls, you're guaranteed to get def. When will it improve? That's why a lot is moving on to another game because of this redundant issue. This game is slowly getting suck. I just hope there will be improvement soon if you don't want to lose players. Tower is fantasy is better.",1,"August 11, 2022",1
"Great game, I love to collect items but I have a problem with the monster called Geovishap. If in a closed off area it will throw you into a wall then will go back to the center of the area. I am on mobile but I am bring that up because while trying to do perilous trail I keep getting stuck. That is mostly the only thing that stops me from giving it 5 stars. Thank you for listening I will change the review.",2,"June 21, 2022",5
"i love this game! i have been playing since hu taos first banner, genshin has alot of game play and theres really no end to it. well of course once you get to AR50+ there will be less and less things to do. but there is always excitement about whats happening next or whats the next banner going to be! i advise you to download it if youre thinking about it. :)",1,"August 24, 2022",5
"I keep crashing every 5 minutes, can't even finish my daily commissions but it's overall a great game it's just my phone sucks. Love the characters especially kazuha and ayaka! Also it's very hard to earn primogems in this game",4,"August 24, 2022",3
Such a awesome game!! It's perfect but sometimes the game gets lag in the cut seen and you can get stuck in a level or quest.,0,"August 24, 2022",5
Love the game! Hope you add the option to change our traveler later cuz I chose mine by mistake. Also an option to delete the story/event data which are done etc. too!,1,"August 21, 2022",5
"Since the beginning of the 3.0 update, I can't open the app on my laptop, no matter how many times I restart it, no matter how many methods I use. Its not the memory, all my other games work fine. Even after installing it via different methods, it's still just a blank screen. Please fix this Hoyoverse.",4,"August 24, 2022",2
I love the game and the story is addictive but the size of the game is too much if we had a option to delete voices from the packs that would be great I will give it 4 stars for now after playing this game more I will give it a 5 star..!,0,"September 6, 2022",4
"I love this game I swear, but why, everytime I go to play, I open the doors and it tells me I'm timed out, WHEN IM CLEARLY NOT. It constantly reloads or kicks me out FOR NO REASON. Somebody tell me if it's just me but this is ridiculous how can you call this a well developed game when all I'm seeing is Bugs!!!!!",1,"August 31, 2022",1
"I have been playing genshin for so long, and My only concern is that you guys keep on bringing modern items into the game when it's supposed to be a historical game, I like the genre right now, but I don't want this game to turn into one of those games who only do hangouts. You guys keep on bringing modern items into the game and it kinda pisses me off to the fact that this was supposed to be a game, the modern items don't even fit into the genre anymore. Like, cmon, it's really annoying.",1,"June 22, 2022",4
"It's fun at first. But it's a very flawed game, which becomes apparent with time/play time. Each update the game gets less new & returner player friendly. 70% of new content is limited time only 1-4 weeks and usually requires you to be completely caught up on the story+adventure lv which is very tedious. The limited time events can contain well made story & unique gameplay/locations that will likely never return. There are many problems but fomo/LMTTIME content is the worst! Also no end game.😭",41,"June 22, 2022",2
I love this game and all of the characters and been playing ever since it came out. But the reason I will give this a 1 star is because of the representation in the game. The new upcoming characters are supposed to be represented and have more darker skin tones. I feel highly disappointed on how white the characters are and why there aren't many darker skinned characters. Hoyoverse please make more darker skinned characters,2,"July 16, 2022",1
I had to delete that game because it's been making my phone act crazy. I'm so sad now because Genshin is super fun and now I can't play it anymore. Hoyoverse please try to make your game more compatible with mobile devices! I'd really like to play again as soon as possible.,1,"August 11, 2022",3
"Amazing attention to detail, true RPG fun all without the NEED to spend one red cent. I mean, you can if you want to.. I'm not gonna lie, I played for a minute without spending cash, to see what it was like, it was great, totally fun. Then I spent some cash, it made some things easier however not enough, to me, to justify a NEED to buff with cash. The new update is awesome!! Way to go guys, I didn't think it could get better till it did!",92,"July 19, 2022",5
"I played this on my friends PS4 it's a great game! But when I tried to play it on my phone it said something about storage like change to significant storage and I don't know what that means, I really want to play so please fix this problem.",1,"July 13, 2022",3
"I started to play Genshin Impact this year ,and I can't stop playing it ! I like this game very much seeing the story ,having great graphics ,amazing acting,with very sad stories in their past,but we can say it's a very good app ! This game deserve a lot to be played by everyone",0,"August 23, 2022",5
"This game is very fun compared to others. Unlike other games, this game has a lot of lore. Even unimportant npcs have background stories which makes the game way more interesting. There is a huge area to explore and the scenery is great. This game includes a lot of small details too. Quests are also very captivating. Music is great and matches different situations. Each character is unique and have cool designs and background stories. Downfall is huge storage but it's worth it!",85,"June 6, 2022",5
"Wait for a certain day to get items; Lootboxes but they are not that bad; Cool gameplay and all but a super slow progression. Yet, even when there is nothing to do, it still makes me want to keep just walking, exploring. I wish the resin system just didn't exist, making the game more enjoyable",32,"May 23, 2022",3
No controller support on android makes this a horrible game to play. Onscreen controls are unusable on large devices like tablets without extreme disconfort and block ing screen w/ your hands. Very dissapointing,0,"August 30, 2022",1
"I've played for almost all the way from the beginnings of this game debut. The most fun games to play, but be reminded that this game as others RPG games need you to grind for your character to become stronger. That also become problems as the grinding needs a lot of times and some of the materials to level up really get so hard to get. I know this game required player to pay for top notch characters and weapons, but make it easier for leveling up so that it became more fun to play.",23,"July 13, 2022",3
"This game is very good and very easy for me to play because it doesn't consume too much of my time. The in-game experience is on another level I can't compare it with any game, it feels like we are in other world and living the travelers life. Just like an anime reincarnation. I really enjoyed this game and still enjoying it.💙",0,"August 23, 2022",5
Im sorry but for some reason I was doing the chasm quest and then I was on a cutscene and for some reason it kicked me out I restarted it but still not working and I'm unable to play so help? And there's no need for updates and stuff so yeah..... Idk if this is a glitch or something but help T-T I've also deleted it and redownload it but it's still not working,0,"July 29, 2022",4
"Its a gacha game, never expected it to be F2p friendly. No big deal. I get a 5* every update unless i don't want any. Entertaining until AR 55. It starts getting lonely then... Spiral abyss is a blatant DPS check, making it more strategy focused like last time would be better. PVP is nonexistent but would be a good feature Primos are limited to Coms and events. Add more ways to get them. I can't be paying for welkin every month... overall entertaining but needs more work BUFF KEQING. NOW.",0,"August 11, 2022",4
"Ever since sumeru update my game is always crashing, it's so frustrating I can't explore and the event has a time limit and this problems of yours are making me disinterest. Anymore than this and I'm quitting, been a player since 1.3 and I'm reaching my limit, I'm been on my burn out stage since sumeru was released.",0,"September 4, 2022",3
"This is the best RPG I have ever played! It has great animation and music with a decent storyline. It is also ideal in terms of difficulty level for any kind of gamer , with a provision to decrease/ increase difficulty level after a certain stage. A deserving 5 star game!",3,"July 13, 2022",5
It is a great game I also play on ps4. Its a huge size 15GB and can cause phone to overheat and get laggie. Also on a personal note I REALLY NEED/WANT to be able to use a external controller,0,"August 8, 2022",4
"Genshin has nice graphics and good story at the start. The game became money hunger when the inazuma was released. They are also that bias to shogun who has the most insignificant story line ever, especially the part two where they made her so innocent for whitewashing. Characters are also poorly made by recycling other characters skill. Game is getting a bit boring especially how repetitive the content is. The anniversary also sucks. The company itself is the problem, to much money hunger.",9,"August 24, 2022",1
"Great free game, if you're patient and save up primogems you can unlock characters without spending money. There's always something to do and you can fight bosses with a friend, good stuff.",0,"August 2, 2022",5
"Amazing game, but you guys need to be more transparent with the community. Address the concerns, don't ignore them. Adding a star because of how much dedication to the lore and world building. Would be 5 out of 5 if the gameplay were more polished/challenging",1,"August 24, 2022",4
"Just started but seems really good so far. Graphics are amazing. The story has verbal dialogue throughout and the gear progression, leveling system and gameplay seems feature rich. 5* so far",0,"July 24, 2022",5
I am playing it for 1 year and 6 months now and the experience I had is wonderful after changing my device the crash stopped and i have enjoyed it till date and will be expecting a lot.,0,"August 24, 2022",5
"there's a lot to do in this game, but the biggest turn-off even for veteran players is the resin system and its endgame. most, if not all, character upgrades (weapon, talent, etc) are behind a resin wall. i know this is to increase the playtime that forces players to come back everyday for making their characters stronger, but it just feels so repetitive especially when there's no endgame content. the events are one thing, but talking main story-wise, there is not much to do. cant help but quit.",87,"April 8, 2022",3
"games gives me peace. breath taking landscapes and game music is just so good was really hooked in an instant and i wanna finish this game. But hopefully you will add some end game content it becomes less motivating to play as time goes by, just the same old routine",0,"July 22, 2022",5
"fun, relax, kill the time, good to play in free time, interesting stories, good details, many activities to do, many cool design characters. [This game is ""All in One""] Also...can u fix the cost of genesis crystals TvT Some of them are kinda expensive",1,"July 31, 2022",5
"I love genshin impact and I play it almost everyday my mobile device is kinda good to experience good game but still experiencing some fps drops and sometimes crash under pressure, other thing is the wshing system and banners r kinda too high pity as everyone hate the weapons banner, but it's still my favourite game",0,"August 6, 2022",4
"The game has borderline no problems, it updates every 6 weeks and has indepth character lore and world lore, its story is captivating.Only problem is that I can't continue the aranyaka quest since I got disconnected while talking to Rana and now I'm blocked.",1,"September 10, 2022",5
"Excellent game! You get to choose to play for free or to make in game purchases, it's up to you and what you want to get out of it. The fandom has changed a lot and can be toxic, but that's the case with any popular game or other entertainment. Appreciate the game for what it is, and you'll love it! The animation is beautiful and I consider it to be a pretty mellow game - wonderful after a stressful day at work!",2,"July 13, 2022",5
I love everything about this game but the issues I am having are making it unplayable. For starters Everytime I get on the game it lags and after about a minute it completely stops and tells me that the game isn't responding every time I get on I have changed my settings to the lowest I could and It still doesn't seem to fix anything. If you could fix this bug then that would be great.,15,"July 13, 2022",4
"Ain't no way you guys made us do insanely time consuming quests and puzzles for 2 primo gems and a one star artifact. I'm ar 50, it does nothing for me. You guys need to fix your reward system, i don't understand how it gets worse the more you progress through the game. Greedy little goblins",1,"August 22, 2022",1
"I used to play on laptop but I lacked storage there now. The reason why it's 2stars now is because I play on OppoA94 edit: They fixed the yunjin bug! but i still have more complains in the graphics of the game 1. the water: when im NOT standing in the water or any water source, it suddenly glows and takes up ALL the screen. 2. damage numbers: I can't see my damage or any other damage numbers AT ALL and its getting annoying because idk if I should use this specific character to a domain.",4,"June 25, 2022",2
"I download it in my new phone. Its a lot smoother but the screen is glitching so much, i have black screen sometimes, lights are sometimes a bright red circle... I got a lot of problems and I dont know if this is a bug my its my phone who have the problem...",0,"July 28, 2022",3
"It's difficult to switch between gadgets because there is only one slot. How about adding more? Please include more in-game events rather than through websites, as it is unpleasant when players are unaware of events that are taking on outside of the game.",18,"September 2, 2022",1
"Its a great game with it's own flaws but generally good but I really wished it was also on the huawei app gallery. My friends and cousins have wanted to play Genshin with me but they can't because its only on the google play store and apple app store, not the huawei app gallery wich most of my friends&cousins only have becuase they're on huawei devices.",0,"August 8, 2022",4
